season,daynum,wteam,wscore,lteam,lscore,wloc
A,122,751,204,716,154,H
A,122,756,194,807,168,H
A,122,789,137,775,130,A
A,122,791,170,682,144,N
A,122,792,214,672,166,N
A,122,809,199,761,192,N
A,122,810,163,726,158,A
A,122,812,221,765,197,A
A,122,814,166,848,146,N
A,122,815,187,553,161,N
A,122,819,168,820,163,H
A,122,831,168,853,146,H
A,122,834,288,800,240,H
A,122,840,180,512,154,H
A,122,852,228,613,187,H
A,123,519,199,791,149,N
A,123,531,180,612,149,A
A,123,538,175,566,158,N
A,123,560,187,571,154,N
A,123,567,156,854,151,H
A,123,568,161,586,103,N
A,123,593,166,693,110,N
A,123,611,182,700,175,N
A,123,645,175,814,144,N
A,123,650,168,516,156,N
A,123,659,168,745,122,H
A,123,661,197,547,194,N
A,123,667,242,594,182,N
A,123,679,154,838,132,H
A,123,686,223,648,139,H
A,123,687,204,792,170,N
A,123,712,170,615,146,N
A,123,728,197,558,149,A
A,123,736,156,561,118,A
A,123,743,223,602,185,H
A,123,744,202,777,168,H
A,123,774,137,565,130,N
A,123,803,146,768,115,N
A,123,809,192,540,170,N
A,123,815,166,545,144,N
A,123,832,218,598,214,N
A,123,833,178,510,158,N
A,124,504,161,674,151,H
A,124,513,214,803,170,N
A,124,515,226,655,190,A
A,124,517,154,692,139,N
A,124,519,168,687,163,N
A,124,526,156,621,149,H
A,124,528,166,712,130,N
A,124,530,154,575,122,N
A,124,533,134,642,132,N
A,124,537,166,503,163,A
A,124,541,178,653,161,N
A,124,546,185,772,158,H
A,124,559,209,764,139,A
A,124,567,154,531,130,H
A,124,568,221,661,185,N
A,124,573,158,780,122,H
A,124,574,161,851,146,N
A,124,576,199,611,170,N
A,124,581,228,798,204,A
A,124,583,182,509,144,N
A,124,589,166,782,154,N
A,124,592,175,790,170,A
A,124,596,144,641,137,H
A,124,603,254,829,163,H
A,124,604,211,769,175,H
A,124,607,154,781,130,N
A,124,612,209,854,161,H
A,124,613,180,557,156,A
A,124,616,194,644,158,N
A,124,617,206,793,182,H
A,124,620,202,680,180,H
A,124,622,257,535,233,N
A,124,624,154,714,139,N
A,124,625,182,849,163,A
A,124,627,170,766,142,N
A,124,628,175,720,154,A
A,124,629,178,556,156,H
A,124,633,151,643,149,N
A,124,640,242,827,151,H
A,124,647,178,757,166,A
A,124,657,202,828,180,N
A,124,660,178,549,173,H
A,124,662,199,830,170,H
A,124,663,149,651,142,A
A,124,666,206,801,180,H
A,124,668,158,737,142,H
A,124,669,185,639,151,A
A,124,673,156,729,144,H
A,124,675,161,518,122,H
A,124,678,156,562,139,N
A,124,681,221,582,154,A
A,124,690,192,845,187,N
A,124,701,206,597,202,H
A,124,702,158,699,149,A
A,124,703,161,650,137,N
A,124,704,149,658,144,N
A,124,711,180,820,132,H
A,124,719,209,520,161,H
A,124,721,204,636,190,H
A,124,723,180,635,173,N
A,124,724,204,797,166,H
A,124,726,134,818,130,H
A,124,728,168,561,132,A
A,124,730,151,758,144,N
A,124,732,187,755,173,N
A,124,736,137,558,132,A
A,124,738,190,715,134,H
A,124,741,223,775,170,H
A,124,747,166,560,134,N
A,124,751,221,812,206,H
A,124,753,180,652,122,N
A,124,767,180,794,173,H
A,124,771,175,805,154,H
A,124,774,132,538,127,N
A,124,779,206,599,197,H
A,124,786,170,717,161,H
A,124,788,185,521,180,H
A,124,795,182,819,139,A
A,124,796,202,742,168,H
A,124,799,204,570,187,N
A,124,802,156,587,132,N
A,124,809,206,667,185,N
A,124,810,185,725,170,A
A,124,811,235,835,226,N
A,124,815,190,645,127,N
A,124,816,151,847,132,N
A,124,821,230,536,204,A
A,124,822,197,817,166,H
A,124,824,166,502,142,H
A,124,825,214,743,132,H
A,124,831,175,569,130,A
A,124,833,233,832,223,N
A,124,836,149,529,106,A
A,124,839,173,695,168,A
A,124,841,247,512,187,H
A,124,842,242,713,154,A
A,124,844,139,654,115,N
A,124,852,166,754,163,H
A,125,511,161,840,156,A
A,125,513,161,633,144,N
A,125,527,175,746,173,H
A,125,528,158,657,154,N
A,125,530,154,678,149,N
A,125,539,204,783,166,H
A,125,541,151,627,149,N
A,125,544,214,677,199,N
A,125,555,161,533,146,N
A,125,574,134,844,120,N
A,125,576,202,799,178,N
A,125,579,142,534,132,N
A,125,589,168,704,113,N
A,125,606,209,551,178,H
A,125,607,156,753,125,N
A,125,616,163,517,156,N
A,125,623,175,670,149,H
A,125,690,228,622,144,N
A,125,698,168,637,158,H
A,125,703,180,811,170,N
A,125,708,202,577,187,A
A,125,722,122,676,118,A
A,125,727,192,807,178,H
A,125,732,182,730,115,N
A,125,756,216,564,192,H
A,125,778,178,731,163,H
A,125,802,166,624,125,N
A,125,816,142,723,94,N
A,125,825,180,583,144,H
A,125,826,283,548,199,N
A,125,833,166,568,144,N
A,125,834,163,855,115,N
A,125,853,182,578,180,A
A,126,541,125,589,110,N
A,126,662,211,595,187,H
A,126,679,137,659,134,N
A,126,724,230,610,130,H
A,126,732,182,607,163,N
A,126,744,178,686,168,N
A,126,802,144,530,110,N
A,126,825,110,816,103,H
A,126,826,187,579,156,N
A,126,834,163,544,158,N
A,127,520,206,719,192,A
A,127,581,202,639,173,H
A,127,669,194,529,127,H
A,127,690,202,574,151,N
A,127,703,137,513,134,N
A,127,728,151,736,118,H
A,127,798,170,836,156,A
A,127,826,180,834,125,N
A,128,527,168,731,158,N
A,128,555,178,616,156,N
A,128,573,158,546,144,N
A,128,625,175,720,134,A
A,128,668,185,746,161,N
A,128,670,185,715,120,A
A,128,671,185,623,161,H
A,128,673,173,628,154,H
A,128,737,192,778,173,A
A,128,741,204,641,142,A
A,128,754,192,502,166,N
A,128,764,192,843,187,H
A,128,765,226,664,218,N
A,128,771,175,805,137,N
A,128,775,173,569,144,N
A,128,779,192,578,173,H
A,128,780,146,772,106,N
A,128,786,182,717,132,N
A,128,820,144,751,139,N
A,128,824,185,613,166,N
A,128,849,130,729,125,H
A,128,853,146,596,130,N
A,129,512,134,539,127,H
A,129,518,163,827,156,N
A,129,526,158,621,130,N
A,129,549,149,780,142,N
A,129,557,240,536,202,N
A,129,559,190,764,139,A
A,129,576,182,528,161,N
A,129,592,180,674,149,N
A,129,597,218,852,197,N
A,129,599,194,779,170,A
A,129,603,221,668,149,N
A,129,608,170,506,142,N
A,129,620,173,680,161,N
A,129,651,235,801,190,N
A,129,660,156,771,134,N
A,129,663,166,775,134,N
A,129,666,221,573,166,H
A,129,695,192,595,156,H
A,129,701,226,754,180,H
A,129,741,185,831,170,N
A,129,742,187,788,161,A
A,129,767,149,617,137,H
A,129,769,204,655,182,A
A,129,773,257,734,194,N
A,129,783,204,511,190,A
A,129,786,166,527,146,N
A,129,789,161,853,120,H
A,129,790,185,504,156,N
A,129,793,206,521,156,N
A,129,796,204,794,137,N
A,129,810,218,840,211,H
A,129,821,182,613,151,N
A,129,829,187,737,163,N
A,129,841,166,818,149,A
A,130,515,192,769,139,N
A,130,549,221,651,194,N
A,130,551,180,708,175,A
A,130,559,204,786,161,N
A,130,581,209,520,170,N
A,130,603,202,829,182,N
A,130,604,178,790,151,N
A,130,606,211,695,175,A
A,130,629,149,698,144,N
A,130,632,144,608,137,N
A,130,636,211,556,132,H
A,130,637,139,722,132,H
A,130,640,240,592,182,N
A,130,660,173,666,144,A
A,130,662,197,577,166,A
A,130,663,178,599,156,N
A,130,675,166,518,139,N
A,130,676,221,721,211,H
A,130,679,144,744,142,N
A,130,681,218,620,158,N
A,130,685,199,773,182,N
A,130,701,250,597,238,H
A,130,711,192,820,170,N
A,130,756,185,727,137,N
A,130,789,154,741,125,H
A,130,793,214,767,161,A
A,130,796,163,742,127,N
A,130,798,180,669,132,H
A,130,812,221,765,175,N
A,130,821,170,557,166,N
A,130,822,168,699,156,A
A,130,839,168,830,144,H
A,130,842,185,526,168,N
A,131,511,170,539,163,H
A,131,549,204,660,202,N
A,131,559,180,603,178,N
A,131,581,185,798,151,A
A,131,606,202,662,190,N
A,131,628,134,738,125,H
A,131,629,137,676,127,A
A,131,636,146,637,132,N
A,131,640,228,515,180,N
A,131,663,180,789,146,A
A,131,670,156,849,122,H
A,131,673,161,623,158,A
A,131,675,206,604,163,N
A,131,681,194,842,168,N
A,131,685,266,632,226,N
A,131,701,154,821,144,H
A,131,725,149,726,110,A
A,131,729,206,720,168,H
A,131,736,151,728,134,N
A,131,756,170,807,161,N
A,131,783,161,512,127,A
A,131,796,180,793,175,N
A,131,810,197,841,170,H
A,131,812,170,711,144,N
A,131,822,206,647,175,N
A,131,839,163,551,144,H
A,131,840,170,818,163,A
A,132,625,137,671,127,H
A,132,629,134,636,132,A
A,132,675,202,640,175,N
A,132,756,182,822,180,N
A,132,839,180,606,178,H
A,16,511,218,647,137,H
A,16,515,180,812,161,H
A,16,606,209,658,161,H
A,16,670,175,573,156,H
A,16,721,238,632,163,H
A,16,842,245,597,206,A
A,17,603,254,555,137,H
A,17,789,156,744,149,H
A,18,511,199,515,175,A
A,18,606,199,721,173,H
A,18,670,192,842,149,H
A,19,603,178,789,118,H
A,21,708,170,827,151,N
A,21,758,187,810,166,N
A,21,829,158,849,139,N
A,22,708,221,671,168,N
A,22,810,163,849,137,N
A,22,829,185,758,156,N
A,23,511,206,670,190,N
A,23,559,245,788,182,N
A,23,603,226,606,173,N
A,23,628,187,719,122,N
A,23,758,185,671,170,N
A,23,827,180,810,170,N
A,23,829,185,708,180,N
A,24,577,180,723,132,N
A,25,511,218,603,194,N
A,25,518,168,641,144,N
A,25,533,163,755,156,A
A,25,575,192,645,142,H
A,25,577,168,625,154,N
A,25,592,199,545,156,H
A,25,599,194,611,166,H
A,25,606,185,670,146,N
A,25,610,170,608,146,N
A,25,613,187,569,173,H
A,25,628,242,559,228,N
A,25,629,168,544,108,H
A,25,635,206,624,204,N
A,25,640,230,662,202,N
A,25,667,209,833,199,N
A,25,668,194,696,139,H
A,25,673,168,826,158,N
A,25,680,168,677,144,H
A,25,698,173,798,142,N
A,25,701,182,819,134,H
A,25,719,206,788,163,N
A,25,742,192,854,139,N
A,25,751,197,521,190,A
A,25,753,202,566,192,A
A,25,754,199,715,151,H
A,25,757,170,556,113,H
A,25,769,197,815,154,H
A,25,778,211,704,173,H
A,25,780,190,655,168,N
A,25,783,221,784,144,H
A,25,801,271,734,173,H
A,25,807,209,766,168,N
A,25,818,182,643,173,H
A,25,825,199,835,156,N
A,25,830,202,797,156,H
A,25,841,173,607,161,A
A,25,846,151,822,146,N
A,26,504,202,848,166,H
A,26,512,247,804,185,H
A,26,518,197,635,170,N
A,26,527,214,534,118,H
A,26,535,180,665,106,H
A,26,536,206,526,170,H
A,26,539,266,713,199,H
A,26,541,175,836,127,A
A,26,546,151,816,144,A
A,26,552,156,627,149,H
A,26,559,206,625,125,N
A,26,562,151,767,142,A
A,26,567,197,616,180,H
A,26,574,125,647,108,H
A,26,577,211,628,194,N
A,26,579,163,724,137,A
A,26,589,194,679,190,A
A,26,599,192,610,175,H
A,26,602,334,571,175,H
A,26,608,149,611,142,N
A,26,622,230,548,190,A
A,26,623,199,820,192,H
A,26,624,173,641,156,N
A,26,636,190,821,163,H
A,26,637,180,530,173,H
A,26,639,216,654,175,H
A,26,651,199,825,178,N
A,26,653,182,847,173,A
A,26,659,175,712,132,A
A,26,666,218,738,182,N
A,26,669,214,580,163,A
A,26,672,194,626,187,H
A,26,673,154,846,132,N
A,26,675,290,761,187,H
A,26,676,206,850,144,H
A,26,678,199,803,170,H
A,26,685,223,634,163,H
A,26,692,214,502,209,H
A,26,695,250,832,187,H
A,26,698,274,725,254,N
A,26,701,257,667,173,H
A,26,704,163,766,122,N
A,26,717,156,503,130,H
A,26,719,216,723,214,N
A,26,729,216,683,156,H
A,26,732,166,805,144,H
A,26,737,221,700,187,H
A,26,740,221,797,185,H
A,26,741,214,531,170,A
A,26,743,166,540,149,A
A,26,744,154,528,149,H
A,26,745,180,828,175,H
A,26,758,120,726,108,A
A,26,771,156,730,139,H
A,26,776,221,644,187,H
A,26,781,202,533,158,H
A,26,783,180,742,154,H
A,26,784,187,854,139,N
A,26,786,209,642,151,H
A,26,793,211,711,161,H
A,26,807,199,778,185,A
A,26,817,192,565,134,H
A,26,819,221,833,199,N
A,26,826,190,822,168,N
A,26,839,180,686,149,H
A,26,843,192,593,94,H
A,26,853,211,777,146,H
A,27,518,197,651,187,N
A,27,551,199,814,98,H
A,27,569,206,655,175,N
A,27,613,173,780,158,H
A,27,660,218,845,178,H
A,27,698,230,673,204,N
A,27,711,197,813,161,H
A,27,714,185,774,154,H
A,27,720,190,544,125,H
A,27,725,178,846,154,N
A,27,727,192,753,187,H
A,27,790,178,605,142,H
A,27,796,242,734,130,H
A,27,825,158,635,144,N
A,27,826,202,798,156,N
A,27,835,170,641,151,N
A,27,841,216,582,139,H
A,28,508,182,552,149,H
A,28,513,223,751,214,A
A,28,519,163,690,156,H
A,28,527,233,616,144,H
A,28,534,187,746,178,H
A,28,556,204,716,197,H
A,28,568,202,674,199,A
A,28,573,218,757,170,H
A,28,595,233,619,194,H
A,28,604,211,600,106,H
A,28,606,209,540,182,H
A,28,642,187,561,166,H
A,28,645,209,686,173,H
A,28,662,168,799,161,H
A,28,664,199,617,194,H
A,28,668,182,590,134,A
A,28,669,216,700,154,H
A,28,670,202,777,125,H
A,28,672,218,724,178,A
A,28,676,214,791,180,H
A,28,680,180,566,168,A
A,28,695,233,848,115,H
A,28,729,238,828,146,H
A,28,736,149,644,108,A
A,28,769,221,747,168,H
A,28,776,175,571,163,A
A,28,801,211,543,180,A
A,28,818,192,728,187,A
A,28,824,175,702,161,A
A,28,827,233,850,142,H
A,28,830,209,847,139,H
A,29,512,197,774,182,H
A,29,557,218,516,161,H
A,29,558,144,596,115,A
A,29,587,266,548,166,H
A,29,589,190,611,170,A
A,29,595,221,594,106,H
A,29,597,233,565,185,H
A,29,602,341,800,305,H
A,29,612,214,517,144,H
A,29,623,214,579,137,H
A,29,625,175,717,127,H
A,29,628,235,575,158,H
A,29,629,151,845,125,H
A,29,634,221,506,156,A
A,29,661,228,547,206,A
A,29,663,221,640,197,N
A,29,666,216,632,161,H
A,29,671,180,515,173,H
A,29,673,197,545,161,H
A,29,675,185,816,130,H
A,29,677,168,521,132,H
A,29,687,235,836,211,H
A,29,699,190,536,185,H
A,29,708,199,743,182,H
A,29,715,161,855,146,H
A,29,720,185,843,163,H
A,29,737,240,531,161,H
A,29,741,216,588,156,A
A,29,742,139,711,134,H
A,29,754,149,652,146,A
A,29,755,142,783,139,H
A,29,764,199,679,161,H
A,29,766,178,523,166,H
A,29,771,175,592,139,H
A,29,778,170,658,163,H
A,29,781,146,756,144,A
A,29,786,214,555,132,H
A,29,794,180,813,113,H
A,29,810,190,564,151,H
A,29,811,204,678,161,A
A,29,831,223,553,118,H
A,29,840,178,582,132,A
A,29,844,182,683,130,H
A,29,849,214,696,132,H
A,30,503,173,541,163,H
A,30,509,156,653,139,H
A,30,539,269,804,175,A
A,30,546,190,790,182,A
A,30,549,242,852,122,H
A,30,551,218,510,132,H
A,30,556,206,791,173,H
A,30,559,206,712,94,H
A,30,570,175,533,154,H
A,30,573,216,784,137,H
A,30,574,161,529,154,H
A,30,577,170,815,137,H
A,30,581,199,775,151,N
A,30,604,218,833,170,H
A,30,608,206,819,197,A
A,30,617,226,820,216,A
A,30,635,211,571,154,H
A,30,636,173,830,158,N
A,30,639,259,682,202,H
A,30,655,262,773,240,H
A,30,669,178,641,127,H
A,30,670,192,520,125,A
A,30,701,192,803,134,H
A,30,713,192,538,163,H
A,30,723,180,610,161,H
A,30,731,202,578,175,N
A,30,736,149,642,113,H
A,30,738,187,537,182,A
A,30,749,156,690,151,A
A,30,796,194,721,166,A
A,30,799,178,692,144,A
A,30,809,185,848,156,A
A,30,814,175,598,170,A
A,30,821,168,793,166,A
A,30,829,168,530,151,H
A,30,839,166,722,127,N
A,30,854,214,644,173,A
A,31,515,247,693,118,H
A,31,518,218,634,178,H
A,31,527,194,651,161,H
A,31,550,230,545,216,A
A,31,567,197,828,158,H
A,31,616,137,528,130,A
A,31,633,211,590,168,H
A,31,665,178,588,161,H
A,31,673,223,523,127,H
A,31,676,158,767,122,H
A,31,681,209,508,190,A
A,31,695,238,850,144,H
A,31,729,238,832,175,H
A,31,732,146,726,120,H
A,31,746,137,679,132,H
A,31,761,214,705,156,H
A,31,788,206,672,199,H
A,31,805,252,734,125,H
A,31,824,185,702,168,H
A,31,825,194,853,180,H
A,32,509,166,838,154,N
A,32,531,134,704,130,N
A,32,555,127,674,122,N
A,32,557,187,812,144,H
A,32,589,149,834,142,N
A,32,597,158,657,118,H
A,32,608,166,730,149,N
A,32,627,168,561,154,H
A,32,628,250,586,139,H
A,32,629,180,791,161,H
A,32,655,199,664,175,H
A,32,659,209,610,166,H
A,32,660,173,558,108,H
A,32,678,252,797,170,H
A,32,680,209,538,163,H
A,32,685,151,620,146,N
A,32,687,182,576,180,N
A,32,698,197,600,142,H
A,32,708,214,801,170,H
A,32,736,146,526,98,N
A,32,738,187,622,161,H
A,32,743,178,803,170,N
A,32,755,158,582,115,H
A,32,758,190,756,122,A
A,32,762,262,800,218,N
A,32,765,211,621,202,N
A,32,768,173,773,146,N
A,32,783,197,769,168,N
A,32,795,163,615,158,N
A,32,842,240,804,211,N
A,32,844,144,794,118,H
A,33,504,178,711,173,A
A,33,506,166,547,158,H
A,33,511,175,617,166,A
A,33,515,278,508,180,H
A,33,529,127,690,118,A
A,33,530,209,703,173,H
A,33,533,192,611,168,H
A,33,535,161,520,137,A
A,33,541,185,775,154,H
A,33,543,156,650,139,H
A,33,544,235,571,185,H
A,33,546,192,583,156,H
A,33,551,190,848,151,A
A,33,556,317,602,281,H
A,33,561,178,838,166,N
A,33,565,185,564,182,H
A,33,569,192,553,149,H
A,33,575,168,654,149,A
A,33,576,199,622,173,N
A,33,578,185,624,156,A
A,33,581,228,681,170,H
A,33,587,194,836,146,H
A,33,588,204,594,144,H
A,33,592,180,599,158,A
A,33,595,209,633,192,H
A,33,603,206,843,199,A
A,33,604,204,731,158,A
A,33,606,214,510,156,A
A,33,607,185,774,144,H
A,33,612,154,642,106,H
A,33,615,187,582,163,N
A,33,616,180,641,173,H
A,33,620,228,800,206,N
A,33,621,214,797,173,N
A,33,623,180,577,156,A
A,33,627,170,509,144,H
A,33,628,190,555,142,H
A,33,629,197,743,154,H
A,33,636,204,810,168,H
A,33,637,254,661,211,H
A,33,639,206,742,182,H
A,33,640,214,625,197,A
A,33,643,254,751,190,H
A,33,645,206,825,170,H
A,33,651,190,671,142,H
A,33,652,168,817,161,H
A,33,657,149,526,108,N
A,33,659,142,531,134,H
A,33,660,154,844,106,H
A,33,663,120,662,113,A
A,33,666,192,593,120,H
A,33,667,182,850,139,H
A,33,668,192,764,168,H
A,33,670,163,574,115,A
A,33,674,156,586,120,N
A,33,675,190,536,178,H
A,33,676,281,548,108,H
A,33,678,252,765,194,H
A,33,679,187,517,137,H
A,33,680,221,589,149,N
A,33,685,202,762,192,N
A,33,692,158,700,151,A
A,33,698,230,608,192,H
A,33,699,211,521,192,A
A,33,704,154,610,149,N
A,33,708,209,783,151,H
A,33,714,228,809,187,A
A,33,715,158,745,110,H
A,33,720,180,552,125,H
A,33,722,216,512,204,H
A,33,724,194,792,149,H
A,33,726,154,807,137,H
A,33,729,166,790,137,A
A,33,730,166,600,142,N
A,33,736,142,597,130,A
A,33,738,211,687,182,H
A,33,741,235,766,139,H
A,33,744,214,782,194,H
A,33,746,206,717,192,H
A,33,749,175,723,156,A
A,33,753,166,754,156,H
A,33,755,168,795,101,N
A,33,767,156,846,110,H
A,33,769,192,801,180,N
A,33,772,163,632,146,H
A,33,776,235,596,228,A
A,33,779,154,570,134,A
A,33,780,139,728,122,H
A,33,781,127,727,110,H
A,33,788,247,619,178,H
A,33,791,178,803,163,N
A,33,793,211,573,202,A
A,33,794,156,558,94,N
A,33,796,170,513,149,A
A,33,802,240,693,122,H
A,33,804,182,812,175,N
A,33,811,161,816,122,H
A,33,813,134,653,127,A
A,33,815,166,540,144,H
A,33,819,211,713,185,H
A,33,824,211,716,161,H
A,33,827,209,598,151,H
A,33,828,197,854,154,A
A,33,829,199,778,163,H
A,33,831,170,847,158,A
A,33,832,264,740,247,H
A,33,834,166,538,154,N
A,33,839,163,644,127,H
A,33,842,158,557,139,A
A,33,849,137,789,130,H
A,33,851,182,580,154,H
A,33,853,262,648,187,H
A,34,559,151,527,149,H
A,34,662,235,599,194,H
A,34,663,192,592,139,N
A,34,786,197,737,187,A
A,34,805,158,518,130,A
A,35,503,185,552,125,A
A,35,546,204,510,194,A
A,35,571,154,838,142,H
A,35,577,202,747,154,H
A,35,583,163,850,139,A
A,35,590,170,745,163,H
A,35,603,199,746,125,H
A,35,623,197,637,134,H
A,35,633,178,784,158,H
A,35,645,146,619,139,A
A,35,652,206,818,199,H
A,35,690,185,846,125,A
A,35,702,120,716,110,H
A,35,744,166,813,163,A
A,35,751,204,713,178,H
A,35,772,192,811,182,H
A,35,799,158,653,149,A
A,35,802,175,835,156,A
A,35,821,206,575,120,H
A,35,825,197,594,146,H
A,35,840,221,632,182,H
A,36,511,202,680,158,H
A,36,515,250,676,223,H
A,36,520,247,508,144,H
A,36,521,266,734,204,H
A,36,530,187,780,163,H
A,36,536,182,822,125,H
A,36,539,199,755,168,A
A,36,541,197,534,180,H
A,36,558,175,517,142,A
A,36,564,204,754,199,A
A,36,589,175,762,156,H
A,36,597,221,756,163,H
A,36,599,182,635,163,A
A,36,610,199,550,158,A
A,36,612,221,616,154,A
A,36,628,187,714,175,A
A,36,666,214,605,166,H
A,36,670,166,655,163,A
A,36,675,295,800,175,H
A,36,687,226,516,197,H
A,36,701,206,512,190,A
A,36,730,216,565,194,A
A,36,741,187,712,146,H
A,36,743,175,740,161,H
A,36,752,161,519,151,A
A,36,771,161,723,146,A
A,36,775,185,704,132,A
A,36,776,209,683,166,H
A,36,786,233,778,173,H
A,36,793,264,820,235,H
A,36,801,187,595,185,H
A,36,805,98,768,94,H
A,36,816,175,568,134,H
A,36,827,146,830,115,A
A,36,829,168,668,163,A
A,36,845,166,834,161,H
A,36,849,226,851,218,A
A,37,504,216,792,187,H
A,37,527,132,731,127,H
A,37,551,190,545,144,H
A,37,557,218,556,170,H
A,37,559,204,717,156,A
A,37,561,197,644,146,H
A,37,573,185,579,120,A
A,37,574,137,537,130,H
A,37,580,170,569,156,H
A,37,620,154,840,146,H
A,37,624,158,719,156,A
A,37,629,156,575,149,A
A,37,640,178,844,149,H
A,37,647,170,613,158,H
A,37,651,286,682,146,H
A,37,654,185,626,175,A
A,37,659,118,766,113,A
A,37,660,228,560,166,H
A,37,662,211,619,170,H
A,37,663,144,839,110,H
A,37,667,163,850,134,A
A,37,669,204,853,170,H
A,37,671,161,587,151,H
A,37,686,194,641,158,A
A,37,698,211,562,161,A
A,37,722,192,819,151,H
A,37,728,161,799,146,A
